Código (producto),Distrito,Almacén,Ubicación,Estante,Marca,Cantidad,Precio,Minimo,Comentario
13,Planta Veracruz,Petroleras,AL1,B-1,['Generica'],40, $73.40 ,0,NA
14,Planta Veracruz,Petroleras,AL1,B-1,['Generica'],20, $64.78 ,0,NA
15,Planta Veracruz,Petroleras,AL1,B-1,['Generica'],30, $91.65 ,0,NA
455,Planta Veracruz,Petroleras,AL1,B-1,['Generica'],5, $46.42 ,0,NA
717,Planta Veracruz,Petroleras,AL1,B-1,['Generica'],6," $1,136.26 ",0,NA
12,Planta Veracruz,Petroleras,AL1,B-2,['Generica'],75, $89.39 ,0,NA
154,Planta Veracruz,Petroleras,AL1,B-2,['Generica'],3, $964.65 ,0,NA
2340,Planta Veracruz,Petroleras,AL1,B-2,['Generica'],5, $75.60 ,0,NA
5396,Planta Veracruz,Petroleras,AL1,B-2,['Generica'],5, $68.10 ,0,NA
565,Planta Veracruz,Petroleras,AL1,C-1,['Generica'],2, $810.14 ,0,NA
757,Planta Veracruz,Petroleras,AL1,C-1,['Generica'],42, $105.47 ,0,NA
956,Planta Veracruz,Petroleras,AL1,C-1,['Generica'],21, $85.00 ,0,NA
1654,Planta Veracruz,Petroleras,AL1,C-1,['Generica'],2," $1,000.00 ",0,NA
2753,Planta Veracruz,Petroleras,AL1,C-1,['Generica'],1, $104.89 ,0,NA
351,Planta Veracruz,Petroleras,AL1,D-1,['Generica'],2," $1,395.74 ",0,NA
970,Planta Veracruz,Petroleras,AL1,D-1,['Generica'],1, $652.50 ,0,NA
381,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],4, $280.17 ,0,NA
414,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],21, $513.99 ,0,NA
704,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],6, $317.90 ,0,NA
2251,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],5, $688.79 ,0,NA
4598,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],4, $33.62 ,0,NA
4599,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],5, $128.45 ,0,NA
5197,Planta Veracruz,Petroleras,AL1,D-2,['Generica'],1," $1,256.00 ",0,NA
121,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],19, $30.17 ,0,NA
274,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],57, $219.40 ,0,NA
571,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $129.31 ,0,NA
1411,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $112.07 ,0,NA
1413,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],11, $112.07 ,0,NA
1414,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],2, $112.07 ,0,NA
2055,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $100.00 ,0,NA
2286,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $100.00 ,0,NA
2287,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],10, $100.00 ,0,NA
2339,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],4, $68.10 ,0,NA
2356,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],12, $379.31 ,0,NA
2674,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $171.55 ,0,NA
2785,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],12, $47.00 ,0,NA
3075,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],36, $53.59 ,0,NA
3076,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],31, $53.59 ,0,NA
3634,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],46, $211.21 ,0,NA
3635,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],9, $7.66 ,0,NA
3734,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],10, $99.13 ,0,NA
4687,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],11, $123.00 ,0,NA
4689,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],9, $123.00 ,0,NA
5400,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],1, $664.66 ,0,NA
6056,Planta Veracruz,Petroleras,AL1,D-3,['Generica'],5, $301.72 ,0,NA
115,Planta Veracruz,Petroleras,AL1,D-4,['Generica'],85, $2.59 ,0,NA
160,Planta Veracruz,Petroleras,AL1,D-4,['Generica'],336, $5.17 ,0,NA
1398,Planta Veracruz,Petroleras,AL1,D-5,['Generica'],3, $105.00 ,0,NA
5938,Planta Veracruz,Petroleras,AL1,D-5,['Generica'],5," $7,272.22 ",0,NA
6340,Planta Veracruz,Petroleras,AL1,D-5,['Generica'],1, $192.78 ,0,NA
1057,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],15, $32.50 ,0,NA
1058,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],2, $4.00 ,0,NA
1585,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],20, $40.00 ,0,NA
1586,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],25, $38.00 ,0,NA
4400,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],4, $10.40 ,0,NA
4805,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],1, $7.76 ,0,NA
6866,Planta Veracruz,Petroleras,AL1,F-2,['Generica'],0, $291.40 ,0,NA
387,Planta Veracruz,Petroleras,AL1,F-3,['Generica'],1, $44.50 ,0,NA
1408,Planta Veracruz,Petroleras,AL1,F-3,['Generica'],1, $5.00 ,0,NA
1593,Planta Veracruz,Petroleras,AL1,F-3,['Generica'],1, $10.00 ,0,NA
2006,Planta Veracruz,Petroleras,AL1,F-3,['Generica'],1, $2.59 ,0,NA
2701,Planta Veracruz,Petroleras,AL1,F-3,['Generica'],1, $28.23 ,0,NA
106,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],326, $0.60 ,0,NA
109,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],0, $0.35 ,0,NA
127,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],389, $2.12 ,0,NA
131,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],264, $4.56 ,0,NA
133,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],104, $3.81 ,0,NA
162,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],387, $2.38 ,0,NA
249,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],71, $0.28 ,0,NA
771,Planta Veracruz,Petroleras,AL1,G-1,['Generica'],0, $0.07 ,0,NA
104,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],350, $0.38 ,0,NA
117,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],485, $0.59 ,0,NA
124,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],689, $0.36 ,0,NA
126,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],314, $4.56 ,0,NA
167,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],100, $4.58 ,0,NA
1060,Planta Veracruz,Petroleras,AL1,G-2,['Generica'],0, $0.33 ,0,NA
140,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],139, $20.75 ,0,NA
230,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],123, $6.74 ,0,NA
246,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],1356, $0.35 ,0,NA
491,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],26, $10.74 ,0,NA
1298,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],17, $68.97 ,0,NA
2789,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],226, $80.00 ,0,NA
3654,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],73, $1.00 ,0,NA
3655,Planta Veracruz,Petroleras,AL1,G-3,['Generica'],89, $8.00 ,0,NA
108,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],0, $2.10 ,0,NA
229,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],278, $0.55 ,0,NA
248,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],158, $3.33 ,0,NA
375,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],2, $1.55 ,0,NA
465,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],325, $13.28 ,0,NA
487,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],67, $3.25 ,0,NA
528,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],384, $1.76 ,0,NA
635,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],68, $9.83 ,0,NA
1567,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],73, $4.83 ,0,NA
7537,Planta Veracruz,Petroleras,AL1,G-4,['Generica'],0, $0.26 ,0,NA
394,Planta Veracruz,Petroleras,AL1,G-5,['Generica'],18, $352.00 ,0,NA
9431,Planta Veracruz,Petroleras,AL1,G-5,['Generica'],100, $31.83 ,0,NA
1356,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],35, $20.00 ,0,NA
1360,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],5, $15.56 ,0,NA
1364,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],6, $10.00 ,0,NA
1369,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],19, $15.00 ,0,NA
1605,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],0, $112.00 ,0,NA
1606,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],2, $43.10 ,0,NA
3868,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],0, $112.00 ,0,NA
5893,Planta Veracruz,Petroleras,AL1,H-1,['Generica'],34, $24.75 ,0,NA
235,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],39, $2.53 ,0,NA
267,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],12, $47.41 ,0,NA
273,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],11, $96.05 ,0,NA
321,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],11, $19.05 ,0,NA
389,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],4, $16.38 ,0,NA
731,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],0, $7.00 ,0,NA
777,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],46, $8.62 ,0,NA
1545,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],20, $8.00 ,0,NA
1637,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],0, $20.00 ,0,NA
1706,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],27, $15.00 ,0,NA
8370,Planta Veracruz,Petroleras,AL1,H-2,['Generica'],3, $16.38 ,0,NA
62,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],40, $19.19 ,0,NA
161,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],26, $27.23 ,0,NA
270,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],14, $0.97 ,0,NA
328,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],2, $2.85 ,0,NA
390,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],63, $1.55 ,0,NA
518,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],13, $147.41 ,0,NA
557,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],32, $10.75 ,0,NA
1377,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],168, $2.60 ,0,NA
1563,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],75, $1.00 ,0,NA
1704,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],52, $20.00 ,0,NA
1705,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],12, $20.00 ,0,NA
1707,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],125, $2.40 ,0,NA
1708,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],183, $0.20 ,0,NA
3943,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],41, $15.26 ,0,NA
4272,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],11, $1.17 ,0,NA
4273,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],3, $2.80 ,0,NA
4367,Planta Veracruz,Petroleras,AL1,H-3,['Generica'],6, $1.72 ,0,NA
275,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],1, $3.67 ,0,NA
403,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],125, $3.59 ,0,NA
463,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],24, $2.50 ,0,NA
1358,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],10, $14.00 ,0,NA
1359,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],20, $6.96 ,0,NA
1361,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],7, $18.69 ,0,NA
1362,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],1, $13.80 ,0,NA
1379,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],25, $2.31 ,0,NA
1560,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],0, $3.00 ,0,NA
1626,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],5, $10.00 ,0,NA
1710,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],12, $25.00 ,0,NA
1711,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],3, $25.00 ,0,NA
4217,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],9, $29.91 ,0,NA
4576,Planta Veracruz,Petroleras,AL1,H-4,['Generica'],2, $103.50 ,0,NA
61,Planta Veracruz,Petroleras,AL1,H-5,['Generica'],24, $33.13 ,0,NA
243,Planta Veracruz,Petroleras,AL1,H-5,['Generica'],10, $37.78 ,0,NA
286,Planta Veracruz,Petroleras,AL1,H-5,['Generica'],15, $16.58 ,0,NA
730,Planta Veracruz,Petroleras,AL1,H-5,['Generica'],34, $46.72 ,0,NA
1355,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1," $1,300.00 ",0,NA
1572,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $300.00 ,0,NA
1573,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $200.00 ,0,NA
1574,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],3, $200.00 ,0,NA
1575,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $200.00 ,0,NA
1576,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $200.00 ,0,NA
1578,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $700.00 ,0,NA
3068,Planta Veracruz,Petroleras,AL1,I-1,['Generica'],1, $858.34 ,0,NA
772,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],13, $16.38 ,0,NA
1367,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],4, $12.00 ,0,NA
1370,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],12, $26.00 ,0,NA
1381,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],1, $35.00 ,0,NA
1422,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],24, $85.34 ,0,NA
1609,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],1, $400.00 ,0,NA
4229,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],10, $1.72 ,0,NA
4597,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],20, $3.45 ,0,NA
4851,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],4, $418.10 ,0,NA
4871,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],4, $117.76 ,0,NA
5270,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],1, $42.00 ,0,NA
5271,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],3, $20.69 ,0,NA
7359,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],2, $215.82 ,0,NA
7628,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],3, $850.00 ,0,NA
8100,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],2, $137.94 ,0,NA
8227,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],5, $20.00 ,0,NA
9081,Planta Veracruz,Petroleras,AL1,I-2,['Generica'],1, $35.16 ,0,NA
1409,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],1," $1,666.82 ",0,NA
2346,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],1, $19.83 ,0,NA
4870,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],1, $373.04 ,0,NA
8788,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],2," $8,990.16 ",0,NA
8834,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],3, $98.00 ,0,NA
9077,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],1, $381.89 ,0,NA
9090,Planta Veracruz,Petroleras,AL1,I-3,['Generica'],1, $194.36 ,0,NA
42,Planta Veracruz,Petroleras,AL1,I-4,['Generica'],8, $18.00 ,0,NA
2543,Planta Veracruz,Petroleras,AL1,I-4,['Generica'],5, $52.77 ,0,NA
4172,Planta Veracruz,Petroleras,AL1,I-4,['Generica'],2," $1,200.00 ",0,NA
7876,Planta Veracruz,Petroleras,AL1,I-4,['Generica'],3," $3,903.75 ",0,NA
9881,Planta Veracruz,Petroleras,AL1,I-4,['Generica'],2, $443.54 ,0,NA
3942,Planta Veracruz,Petroleras,AL1,I-5,['Generica'],73, $24.07 ,0,NA
9542,Planta Veracruz,Petroleras,AL1,J-1,['Generica'],1, $125.00 ,0,NA
4,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],22, $155.02 ,0,NA
33,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],3," $1,391.85 ",0,NA
164,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],6, $115.00 ,0,NA
176,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],6, $183.15 ,0,NA
283,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],3, $220.00 ,0,NA
8008,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],45, $159.65 ,0,NA
8831,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],8, $159.65 ,0,NA
9377,Planta Veracruz,Petroleras,AL1,J-2,['Generica'],2, $234.64 ,0,NA
264,Planta Veracruz,Petroleras,AL1,J-3,['Generica'],2, $187.07 ,0,NA
2393,Planta Veracruz,Petroleras,AL1,J-3,['Generica'],2, $47.41 ,0,NA
4369,Planta Veracruz,Petroleras,AL1,J-3,['Generica'],850, $25.43 ,0,NA
5172,Planta Veracruz,Petroleras,AL1,J-3,['Generica'],2, $47.85 ,0,NA
8092,Planta Veracruz,Petroleras,AL1,J-3,['Generica'],3, $35.34 ,0,NA
99,Planta Veracruz,Petroleras,AL1,J-4,['Generica'],11, $32.76 ,0,NA
1522,Planta Veracruz,Petroleras,AL1,J-4,['Generica'],0, $125.86 ,0,NA
6,Planta Veracruz,Petroleras,AL1,K-1,['Generica'],80, $77.93 ,0,NA
34,Planta Veracruz,Petroleras,AL1,K-1,['Generica'],80, $43.78 ,0,NA
1332,Planta Veracruz,Petroleras,AL1,K-1,['Generica'],10, $75.82 ,0,NA
1,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],80, $38.79 ,0,NA
2,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],70, $21.19 ,0,NA
3,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],30, $32.21 ,0,NA
7,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],30, $39.57 ,0,NA
100,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],55, $35.95 ,0,NA
120,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],70, $78.78 ,0,NA
770,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],8, $175.00 ,0,NA
1763,Planta Veracruz,Petroleras,AL1,K-2,['Generica'],7, $185.78 ,0,NA
16,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],300, $2.68 ,0,NA
113,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],50, $3.44 ,0,NA
129,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],15, $66.50 ,0,NA
252,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],60, $53.45 ,0,NA
1417,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],1, $110.00 ,0,NA
1758,Planta Veracruz,Petroleras,AL1,K-3,['Generica'],0, $5.60 ,0,NA
111,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],5, $302.76 ,0,NA
118,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],34, $127.54 ,0,NA
130,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],44, $6.00 ,0,NA
258,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],8, $10.34 ,0,NA
357,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],10, $4.46 ,0,NA
359,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],120, $6.90 ,0,NA
361,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],13, $6.90 ,0,NA
1337,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],20, $15.52 ,0,NA
1338,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],21, $15.52 ,0,NA
1340,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],10, $6.04 ,0,NA
1349,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],85, $6.04 ,0,NA
2705,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],33, $12.07 ,0,NA
4258,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],37, $7.91 ,0,NA
4967,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],16, $10.00 ,0,NA
7364,Planta Veracruz,Petroleras,AL1,K-4,['Generica'],12, $15.52 ,0,NA
20,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],136, $13.00 ,0,NA
1393,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],7, $35.00 ,0,NA
2046,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],1, $45.24 ,0,NA
3662,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],4, $23.71 ,0,NA
7477,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],6, $11.21 ,0,NA
7478,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],2, $12.50 ,0,NA
7479,Planta Veracruz,Petroleras,AL1,K-5,['Generica'],2, $13.79 ,0,NA
3574,Planta Veracruz,Petroleras,AL1,L-1,['Generica'],11," $2,650.00 ",0,NA
224,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],2," $1,691.00 ",0,NA
299,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],5," $1,750.00 ",0,NA
347,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],11, $588.00 ,0,NA
430,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],1, $411.60 ,0,NA
737,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],2, $160.00 ,0,NA
753,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],2, $220.00 ,0,NA
1636,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],5, $200.00 ,0,NA
4371,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],1, $188.00 ,0,NA
4623,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],0, $477.70 ,0,NA
21,Planta Veracruz,Petroleras,AL1,L-3,['Generica'],5," $1,684.22 ",0,NA
22,Planta Veracruz,Petroleras,AL1,L-3,['Generica'],15," $1,213.28 ",0,NA
155,Planta Veracruz,Petroleras,AL1,L-3,['Generica'],39," $1,094.76 ",0,NA
1314,Planta Veracruz,Petroleras,AL1,L-3,['Generica'],1, $700.00 ,0,NA
1627,Planta Veracruz,Petroleras,AL1,L-4,['Generica'],1, $90.00 ,0,NA
1629,Planta Veracruz,Petroleras,AL1,L-4,['Generica'],2, $90.00 ,0,NA
2494,Planta Veracruz,Petroleras,AL1,L-4,['Generica'],1, $-   ,0,NA
9391,Planta Veracruz,Petroleras,AL1,L-4,['Generica'],2, $632.39 ,0,NA
116,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],24, $91.53 ,0,NA
119,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],20, $91.53 ,0,NA
125,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],20, $91.53 ,0,NA
168,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],80, $40.00 ,0,NA
265,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],204, $40.00 ,0,NA
368,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],170, $40.00 ,0,NA
452,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],1, $317.73 ,0,NA
1635,Planta Veracruz,Petroleras,AL1,L-2,['Generica'],1, $100.00 ,0,NA
3004,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],4, $5.80 ,0,NA
5332,Planta Veracruz,Petroleras,AL1,L-5,['Generica'],4, $81.11 ,0,NA
544,Planta Veracruz,Petroleras,AL1,M-1,['Generica'],2, $242.24 ,0,NA
8131,Planta Veracruz,Petroleras,AL1,M-1,['Generica'],1," $15,422.00 ",0,NA
750,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],3, $200.00 ,0,NA
756,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],2, $271.55 ,0,NA
2424,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],9, $84.48 ,0,NA
3871,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],3," $1,034.48 ",0,NA
3873,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],2, $500.00 ,0,NA
4820,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],24, $79.00 ,0,NA
5282,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],3, $172.41 ,0,NA
6907,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],3, $120.69 ,0,NA
8256,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],11, $367.88 ,0,NA
9080,Planta Veracruz,Petroleras,AL1,M-2,['Generica'],6, $47.41 ,0,NA
534,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],1, $14.53 ,0,NA
548,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],16, $190.68 ,0,NA
751,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],2, $300.00 ,0,NA
752,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],2, $300.00 ,0,NA
1516,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],2, $383.19 ,0,NA
2281,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],20, $7.84 ,0,NA
2648,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],3, $495.00 ,0,NA
5535,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],4, $743.02 ,0,NA
7323,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],7, $314.00 ,0,NA
9423,Planta Veracruz,Petroleras,AL1,M-3,['Generica'],0, $613.76 ,0,NA
188,Planta Veracruz,Petroleras,AL1,M-4,['Generica'],0," $6,045.70 ",0,NA
423,Planta Veracruz,Petroleras,AL1,M-4,['Generica'],1, $210.00 ,0,NA
920,Planta Veracruz,Petroleras,AL1,M-4,['Generica'],2, $300.00 ,0,NA
2225,Planta Veracruz,Petroleras,AL1,M-4,['Generica'],0," $7,064.00 ",0,NA
2621,Planta Veracruz,Petroleras,AL1,M-4,['Generica'],2," $27,332.15 ",0,NA
908,Planta Veracruz,Petroleras,AL1,M-5,['Generica'],2, $449.57 ,0,NA
3876,Planta Veracruz,Petroleras,AL1,M-5,['Generica'],1," $2,372.59 ",0,NA
8981,Planta Veracruz,Petroleras,AL1,M-5,['Generica'],1," $1,863.32 ",0,NA
332,Planta Veracruz,Petroleras,AL1,N-1,['Generica'],4, $3.56 ,0,NA
380,Planta Veracruz,Petroleras,AL1,N-1,['Generica'],254, $2.28 ,0,NA
1101,Planta Veracruz,Petroleras,AL1,N-1,['Generica'],365, $1.20 ,0,NA
2721,Planta Veracruz,Petroleras,AL1,N-1,['Generica'],121, $1.78 ,0,NA
